"store","websites","attribute_set","type","category_ids","sku","has_options","name","meta_title","meta_description","image","small_image","thumbnail","url_key","url_path","custom_design","page_layout","options_container","image_label","small_image_label","thumbnail_label","country_of_manufacture","msrp_enabled","msrp_display_actual_price_type","gift_message_available","hover_img","price","special_price","msrp","color","status","visibility","product_sku","minimalism_prsku","minimalism_prlayout","minimalism_prprevnext","minimalism_prscrollingimages","minimalism_prmoreviews","minimalism_prrelated","minimalism_prcolleteral","minimalism_relatedpos","minimalism_prbrand","minimalism_prbrandlink","minimalism_prbrandtarget","minimalism_prbrandpos","minimalism_prsidebar","size","todopagocodigo","todopagoenvio","todopagoservicio","todopagodelivery","ebizmarts_mark_visited","new","sale","description","short_description","meta_keyword","custom_layout_update","static_blocks","minimalism_prcustom","minimalism_prtabs","minimalism_prrelatedcontent","special_from_date","special_to_date","news_from_date","news_to_date","custom_design_from","custom_design_to","todopagofechaevento","qty","min_qty","use_config_min_qty","is_qty_decimal","backorders","use_config_backorders","min_sale_qty","use_config_min_sale_qty","max_sale_qty","use_config_max_sale_qty","is_in_stock","low_stock_date","notify_stock_qty","use_config_notify_stock_qty","manage_stock","use_config_manage_stock","stock_status_changed_auto","use_config_qty_increments","qty_increments","use_config_enable_qty_inc","enable_qty_increments","is_decimal_divided","stock_status_changed_automatically","use_config_enable_qty_increments","product_name","store_id","product_type_id","product_status_changed","product_changed_websites","website","_media_image","_media_lable","_media_position","_media_is_disabled","weight","tax_class_id","is_recurring"
"admin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/5/2/5270-negro-03.jpg","","5","0","","",""
"admin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/5/2/5270-negro-04.jpg","","6","0","","",""
"admin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/5/2/5270-negro-05.jpg","","7","0","","",""
"admin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/5/2/5270-negro-02.jpg","","8","0","","",""
"admin","base","Default","simple","","000109800","0","Art. 5270-38","","","/5/2/5270-negro-01_3.jpg","/5/2/5270-negro-01_3.jpg","/5/2/5270-negro-01_3.jpg","art-5270-38","art-5270-38.html","","Sin actualizaciones de layout","Información del producto","","",""," ","Usar configuración","Usar configuración","No","no_selection","2649.0000","","","Negro","Habilitado","Not Visible Individually","","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","38","no_select","no_select","no_select","no_select","No","No","No","","<p>Bota corta urbana confeccionada en charol color negro con herraje dorado.</p>","","","","","","","","","","","","","","1.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Art. 5270-38","0","simple","","","","","","","","1.0000","","No"
"admin","base","Default","simple","","000109802","0","Art. 5270-40","","","/5/2/5270-negro-01_5.jpg","/5/2/5270-negro-01_5.jpg","/5/2/5270-negro-01_5.jpg","art-5270-40","art-5270-40.html","","Sin actualizaciones de layout","Información del producto","","",""," ","Usar configuración","Usar configuración","No","no_selection","2649.0000","","","Negro","Habilitado","Not Visible Individually","","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","40","no_select","no_select","no_select","no_select","No","No","No","","<p>Bota corta urbana confeccionada en charol color negro con herraje dorado.</p>","","","","","","","","","","","","","","2.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Art. 5270-40","0","simple","","","","","","","","1.0000","","No"
"admin","base","Default","simple","","000109822","0","Art. 906-Chocolate-36","","","/9/0/906-chocolate-01_5.jpg","","","art-906-chocolate-36","art-906-chocolate-36.html","","Sin actualizaciones de layout","Información del producto","","",""," ","Usar configuración","Usar configuración","No","no_selection","2149.0000","","","Chocolate","Habilitado","Not Visible Individually","","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","36","no_select","no_select","no_select","no_select","No","No","No","","<p>Bota corta estilo texana.</p>","","","","","","","","","","","","","","1.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Art. 906-Chocolate-36","0","simple","","","","","","","","1.0000","","No"
"admin","base","Default","simple","","000105394","0","Art. 850-Negro-35","","","/8/5/850-nego--01_4.jpg","","","art-850-negro-36","art-850-negro-36.html","","Sin actualizaciones de layout","Información del producto","","",""," ","Usar configuración","Usar configuración","No","no_selection","2999.0000","","","Negro","Habilitado","Not Visible Individually","","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","35","no_select","no_select","no_select","no_select","No","No","No","","<p>Bota corta urbana confeccionada en cuero con cierre lateral.</p>","","","","","","","","","","","","","","1.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Art. 850-Negro-35","0","simple","","","","","","","","1.0000","","No"
"admin","base","Default","simple","","000102326","0","Art. 850-Negro-37","","","/8/5/850-nego--01_5.jpg","","","art-850-negro-37","art-850-negro-37.html","","Sin actualizaciones de layout","Información del producto","","",""," ","Usar configuración","Usar configuración","No","no_selection","2999.0000","","","Negro","Habilitado","Not Visible Individually","","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","37","no_select","no_select","no_select","no_select","No","No","No","","<p>Bota corta urbana confeccionada en cuero con cierre lateral.</p>","","","","","","","","","","","","","","1.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Art. 850-Negro-37","0","simple","","","","","","","","1.0000","","No"
"admin","base","Default","simple","","000102329","0","Art. 850-Negro-40","","","/8/5/850-nego--01_8.jpg","","","art-850-negro-40","art-850-negro-40.html","","Sin actualizaciones de layout","Información del producto","","",""," ","Usar configuración","Usar configuración","No","no_selection","2999.0000","","","Negro","Habilitado","Not Visible Individually","","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","40","no_select","no_select","no_select","no_select","No","No","No","","<p>Bota corta urbana confeccionada en cuero con cierre lateral.</p>","","","","","","","","","","","","","","2.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Art. 850-Negro-40","0","simple","","","","","","","","1.0000","","No"
"admin","base","Default","configurable","66,68","","1","Art. 854","","botineta","/8/5/854-maldo---01.jpg","/8/5/854-maldo---01.jpg","/8/5/854-maldo---01.jpg","bota-corta-854","bota-corta-854.html","","Sin actualizaciones de layout","Información del producto","","",""," ","Usar configuración","Usar configuración","No","no_selection","3699.0000","2999.0000","","","Habilitado","Catálogo, Búsqueda","","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","","no_select","no_select","no_select","no_select","No","No","No","<img src=""{{media url=""wysiwyg/talles-M.jpg""}}"" alt="""" />","<p><span style=""color: #000000;"">Bota corta urbana confeccionada en cuero con cierre lateral.</span></p>","botineta","","","","","","2016-10-06 00:00:00","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Art. 854","0","configurable","","","","","","","","","",""
"admin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/8/5/854-maldo---03.jpg","","2","0","","",""
"admin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/8/5/854-maldo---02.jpg","","3","0","","",""
"admin","base","Default","simple","","000102478","0","Art. 854-Negro-37","","","/8/5/854-maldo---01_1_8.jpg","","","art-854-negro-37","art-854-negro-37.html","","Sin actualizaciones de layout","Información del producto","","",""," ","Usar configuración","Usar configuración","No","no_selection","2999.0000","","","Negro","Habilitado","Not Visible Individually","","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","37","no_select","no_select","no_select","no_select","No","No","No","","<p>Bota corta urbana confeccionada en cuero con cierre lateral.</p>","","","","","","","","","","","","","","1.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Art. 854-Negro-37","0","simple","","","","","","","","1.0000","","No"
"admin","base","Default","simple","","000113519","0","Art. 333-Negro-36","","","/3/3/333-negro-cuero-01_1.jpg","/3/3/333-negro-cuero-01_1.jpg","/3/3/333-negro-cuero-01_1.jpg","art-333-negro-36","art-333-negro-36.html","","Sin actualizaciones de layout","Información del producto","","",""," ","Usar configuración","Usar configuración","No","no_selection","3999.0000","","","Negro","Habilitado","Not Visible Individually","","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","36","no_select","no_select","no_select","no_select","No","No","No","","<p>Bota larga de estilo montar confeccionada en cuero con cierre lateral.</p>","","","","","","","2016-03-27 00:00:00","","","","","","","1.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Art. 333-Negro-36","0","simple","","","","","","","","1.0000","","No"
"admin","base","Default","simple","","000113520","0","Art. 333-Negro-37","","","/3/3/333-negro-cuero-01_2.jpg","","","art-333-negro-37","art-333-negro-37.html","","Sin actualizaciones de layout","Información del producto","","",""," ","Usar configuración","Usar configuración","No","no_selection","3999.0000","","","Negro","Habilitado","Not Visible Individually","","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","37","no_select","no_select","no_select","no_select","No","No","No","","<p>Bota larga de estilo montar confeccionada en cuero con cierre lateral.</p>","","","","","","","2016-03-27 00:00:00","","","","","","","4.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Art. 333-Negro-37","0","simple","","","","","","","","1.0000","","No"
"admin","base","Default","simple","","000113522","0","Art. 333-Negro-39","","","/3/3/333-negro-cuero-01_6.jpg","","","art-333-negro-39","art-333-negro-39.html","","Sin actualizaciones de layout","Información del producto","","",""," ","Usar configuración","Usar configuración","No","no_selection","3999.0000","","","Negro","Habilitado","Not Visible Individually","","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","39","no_select","no_select","no_select","no_select","No","No","No","","<p>Bota larga de estilo montar confeccionada en cuero con cierre lateral.</p>","","","","","","","2016-03-27 00:00:00","","","","","","","1.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Art. 333-Negro-39","0","simple","","","","","","","","1.0000","","No"
"admin","base","Default","simple","","000113524","0","Art. 333-Negro-41","","","/3/3/333-negro-cuero-01_5.jpg","","","art-333-negro-41","art-333-negro-41.html","","Sin actualizaciones de layout","Información del producto","","",""," ","Usar configuración","Usar configuración","No","no_selection","3999.0000","","","Negro","Habilitado","Not Visible Individually","","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","41","no_select","no_select","no_select","no_select","No","No","No","","<p>Bota larga de estilo montar confeccionada en cuero con cierre lateral.</p>","","","","","","","2016-03-27 00:00:00","","","","","","","1.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Art. 333-Negro-41","0","simple","","","","","","","","1.0000","","No"
"admin","base","Default","simple","","000113516","0","Art. 333-Charol Negro-39","","","/3/3/333-charol-negro-01_2.jpg","","","art-333-charol-negro-39","art-333-charol-negro-39.html","","Sin actualizaciones de layout","Información del producto","","",""," ","Usar configuración","Usar configuración","No","no_selection","3999.0000","","","Charol Negro","Habilitado","Not Visible Individually","","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","39","no_select","no_select","no_select","no_select","No","No","No","","<p>Bota larga de estilo montar confeccionada en cuero con cierre lateral.</p>","","","","","","","2016-03-27 00:00:00","","","","","","","2.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Art. 333-Charol Negro-39","0","simple","","","","","","","","1.0000","","No"
"admin","base","Default","simple","","000099198","0","Art. 20-Maldo-36","","","/2/0/20-maldo-01-_4.jpg","","","art-20-maldo-36","art-20-maldo-36.html","","Sin actualizaciones de layout","Información del producto","","",""," ","Usar configuración","Usar configuración","No","no_selection","3999.0000","","","Maldo","Habilitado","Not Visible Individually","","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","36","no_select","no_select","no_select","no_select","No","No","No","","<p>Bota larga de estilo montar confeccionada en cuero con cierre lateral.</p>","","","","","","","2016-03-27 00:00:00","","","","","","","1.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Art. 20-Maldo-36","0","simple","","","","","","","","2.0000","","No"
"admin","base","Default","configurable","71","","1","Art. 6976/A","","","/6/9/6976-a-amarillo--02.jpg","/6/9/6976-a-amarillo--02.jpg","/6/9/6976-a-amarillo--02.jpg","ballerinas-amarillas-6976-a","ballerinas-amarillas-6976-a.html","","Sin actualizaciones de layout","Información del producto","","",""," ","Usar configuración","Usar configuración","No","no_selection","2499.0000","","","Amarillo","Habilitado","Catálogo, Búsqueda","","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","Usar las configuraciones de Config","","no_select","no_select","no_select","no_select","No","No","No","<img src=""{{media url=""wysiwyg/talles-M.jpg""}}"" alt="""" />","<p><span style=""color: #000000;"">Ballerinas de cuero natural con aplique dorado.</span></p>","","","","","","","2016-05-13 00:00:00","2016-05-19 00:00:00","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Art. 6976/A","0","configurable","","","","","","","","","",""
"admin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/6/9/6976-a-amarillo--01.jpg","","1","0","","",""
"admin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/6/9/6976-a-amarillo--03.jpg","","3","0","","",""
